CombinedSpineCont... started logging at time 03012018_173738 with 4 abstract markers.
time (sec),rot vert pos (rad),0_abstractMarker((0.5  0.5  0.5)).X,0_abstractMarker((0.5  0.5  0.5)).Y,0_abstractMarker((0.5  0.5  0.5)).Z,1_abstractMarker((0.2  0.7  0.2)).X,1_abstractMarker((0.2  0.7  0.2)).Y,1_abstractMarker((0.2  0.7  0.2)).Z,2_abstractMarker((0.5  0.2  0)).X,2_abstractMarker((0.5  0.2  0)).Y,2_abstractMarker((0.5  0.2  0)).Z,3_abstractMarker((0  0.7  0.7)).X,3_abstractMarker((0  0.7  0.7)).Y,3_abstractMarker((0  0.7  0.7)).Z,
13.837,0.0723441,-0.69567,1.49839,-0.0723688,-0.678939,1.49839,0.0777014,0.0400934,1.49851,-0.069577,0.0234727,1.49851,0.0805055,
13.8471,0.0723838,-0.695669,1.49839,-0.0723712,-0.678938,1.49839,0.077699,0.0400936,1.49851,-0.0695754,0.0234686,1.49851,0.0805066,
13.8572,0.072529,-0.695669,1.49839,-0.0723735,-0.678938,1.49839,0.0776967,0.0400938,1.49851,-0.069574,0.0234649,1.49851,0.0805076,
13.8673,0.0727986,-0.695669,1.49839,-0.072376,-0.678938,1.49839,0.0776942,0.040094,1.49851,-0.0695725,0.0234614,1.49851,0.0805087,
13.8774,0.0731305,-0.695669,1.49839,-0.0723787,-0.678937,1.49839,0.0776915,0.0400942,1.49851,-0.069571,0.0234576,1.49851,0.0805098,
13.8875,0.0734338,-0.695669,1.49839,-0.0723816,-0.678937,1.49839,0.0776886,0.0400944,1.49851,-0.0695693,0.0234533,1.49851,0.0805109,
13.8976,0.0736352,-0.695668,1.49839,-0.0723845,-0.678937,1.49839,0.0776857,0.0400946,1.49851,-0.0695677,0.0234486,1.49851,0.080512,
13.9077,0.0737108,-0.695668,1.49839,-0.0723874,-0.678937,1.49839,0.0776828,0.0400949,1.49851,-0.069566,0.0234436,1.49851,0.0805131,
13.9178,0.0737131,-0.695668,1.49839,-0.0723901,-0.678936,1.49839,0.07768,0.0400951,1.49851,-0.0695644,0.0234388,1.49851,0.0805142,
13.9279,0.0737212,-0.695668,1.49839,-0.0723927,-0.678936,1.49839,0.0776775,0.0400953,1.49851,-0.0695628,0.0234344,1.49851,0.0805152,
